,Mission Area,Office/Division/National Program,Program,Program Category,URL,Domain,Description,Notes,Program Types,Cost/Budget,KPI,Inactive?,Broken Link on portal,Not a program?,Reviewed By
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Colorado River Basin Salinity Control Program,Conservation Issues and Strategies,https://www.nrcs.usda.gov/wps/portal/nrcs/detailfull/national/programs/alphabetical/?cid=stelprdb1044198,nrcs.usda.gov,"The program reduces salinity preventing salts from dissolving and mixing with the river's flow. Irrigation improvements and vegetation management reduce water available to transport salts vertically, laterally and on the soil surface. Point sources, such as saline springs are also controlled. A long term, interstate and interagency public/private partnership effort is being carried out to reduce the amount of salts in the river and its associated impacts in the basin.",,Conservation,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Conservation Effects Assessment Project (CEAP),Conservation Issues and Strategies,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/technical/nra/ceap/,nrcs.usda.gov,"CEAP is a multi-agency effort to quantify the environmental effects of conservation practices and programs and develop the science base for managing the agricultural landscape for environmental quality. Project findings will be used to guide USDA conservation policy and program development and help conservationists, farmers and ranchers make more informed conservation decisions.",,Conservation,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Conservation Innovation Grants,Conservation Issues and Strategies,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/financial/cig/,nrcs.usda.gov,"Conservation Innovation Grants (CIG) are competitive grants that drive public and private sector innovation in resource conservation. Authorized by the 2002 Farm Bill, CIG uses Environmental Quality Incentives Program (EQIP) funds to award competitive grants to non-Federal governmental or nongovernmental organizations, American Indian Tribes, or individuals. Producers involved in CIG funded projects must be EQIP eligible.",,Conservation,,,,,,Erik Bethke
Risk Management Agency (RMA),Farm Production and Conservation (FPAC),,County Crop Programs,Emphasis Area Programs,https://www.rma.usda.gov/data/cropprograms.html,rma.usda.gov,"Congress first authorized Federal crop insurance in the 1930s along with other initiatives to help agriculture recover from the combined effects of the Great Depression and the Dust Bowl. The Federal Crop Insurance Corporation (FCIC) was created in 1938 to carry out the program. Initially, the program was started as an experiment, and crop insurance activities were mostly limited to major crops in the main producing areas. Crop insurance remained an experiment until passage of the Federal Crop Insurance Act of 1980.",,Emphasis Area,,,,,,Erik Bethke
Rural Development (RD),Rural Development,Rural Business Cooperative Service,Business & Industry Loan Guarantees,Benefits & Financial Assistance Programs,https://www.rd.usda.gov/programs-services/business-industry-loan-guarantees,rd.usda.gov,This program bolsters the availability of private credit by guaranteeing loans for rural businesses.,,Benefits & Financial Assistance,,,,,,Erik Bethke
Rural Development (RD),Rural Development,Rural Business Cooperative Service,Intermediary Relending Program,Loan Programs,https://www.rd.usda.gov/programs-services/intermediary-relending-program,rd.usda.gov,Provides 1 percent low-interest loans to local intermediaries that re-lend to businesses to improve economic conditions and create jobs in rural communities.,,Loans,$0,,,,,Erik Bethke
Rural Development (RD),Rural Development,Rural Business Cooperative Service,Rural Business Development Grants,Grant Programs,https://www.rd.usda.gov/programs-services/rural-business-development-grants,rd.usda.gov,"This program is a competitive grant designed to support targeted technical assistance, training and other activities leading to the development or expansion of small and emerging private businesses in rural areas which will employ 50 or fewer new employees and has less than $1 million in gross revenue. Programmatic activities are separated into enterprise or opportunity type grant activities.",,Grants,$0,,,,,Erik Bethke
Rural Development (RD),Rural Development,Rural Business Cooperative Service,Rural Business Investment Program,Emphasis Area Programs,https://www.rd.usda.gov/programs-services/rural-business-investment-program,rd.usda.gov,This program provides a Rural Business Investment Company (RBIC) license to newly formed venture capital organizations to help meet the equity capital investment needs in rural communities.,,Emphasis Area,,,,,,Erik Bethke
Rural Development (RD),Rural Development,Rural Business Cooperative Service,Rural Economic Development Loan & Grant Program,Loan and Grant Programs,https://www.rd.usda.gov/programs-services/rural-economic-development-loan-grant-program,rd.usda.gov,"The Rural Economic Development Loan and Grant program provides funding for rural projects through local utility organizations. USDA provides zero-interest loans to local utilities which they, in turn, pass through to local businesses (ultimate recipients) for projects that will create and retain employment in rural areas. The ultimate recipients repay the lending utility directly. The utility is responsible for repayment to USDA.
USDA provides grants to local utility organizations which use the funding to establish revolving loan funds (RLF). Loans are made from the revolving loan funds to projects that will create or retain rural jobs. When the revolving loan fund is terminated, the grant is repaid to USDA.",,Loans,$0,,,,,Erik Bethke
Rural Development (RD),Rural Development,Rural Business Cooperative Service,Rural Microentrepreneur Assistance Program,Loan and Grant Programs,https://www.rd.usda.gov/programs-services/rural-microentrepreneur-assistance-program,rd.usda.gov,"Provides loans and grants to Microenterprise Development Organizations (MDOs) to:
Provide microloans to help microenterprises startup and growth through a Rural Microloan Revolving Fund
Provide training and technical assistance to microloan borrowers and micro entrepreneurs",,Loans,"$13,000,000",,,,,Erik Bethke
Rural Development (RD),Rural Development,Rural Business Cooperative Service,Socially-Disadvantaged Groups Grants,Grant Programs,https://www.rd.usda.gov/programs-services/socially-disadvantaged-groups-grant,rd.usda.gov,"The primary objective of the Socially Disadvantaged Groups Grant program is to provide technical assistance to socially-disadvantaged groups through cooperatives and Cooperative Development Centers. Each fiscal year, applications are requested through a Notice published in the Federal Register and an announcement posted on Grants.gov.",,Grants,$0,,,,,Erik Bethke
Rural Development (RD),Rural Development,Rural Business Cooperative Service,Value Added Producer Grants,Grant Programs,https://www.rd.usda.gov/programs-services/value-added-producer-grants,rd.usda.gov,"The Value Added Producer Grant (VAPG) program helps agricultural producers enter into value-added activities related to the processing and/or marketing of new products. The goals of this program are to generate new products, create and expand marketing opportunities, and increase producer income. Applicants may receive priority if they are a beginning farmer or rancher, a socially-disadvantaged farmer or rancher, a small or medium-sized farm or ranch structured as a family farm, a farmer or rancher cooperative, or are proposing a mid-tier value chain. Grants are awarded through a national competition. Each fiscal year, applications are requested through a notice published in the Federal Register and through an announcement posted on Grants.gov.",,Grants,$0,,,,,Erik Bethke
Rural Development (RD),Rural Development,Rural Business Cooperative Service,Delta Health Care Services Grants,Grant Programs,https://www.rd.usda.gov/programs-services/delta-health-care-services-grants,rd.usda.gov,"The Delta Health Care Services Grant program provides financial assistance to address the continued unmet health needs in the Delta Region. Grants are awarded to promote cooperation among health care professionals, institutions of higher education, research institutions and other entities in the Delta Region. Grants are awarded through a national competition. Each fiscal year, applications are requested through a Notice published in the Federal Register and through an announcement posted on Grants.gov.",,Grants,"$3,000,000",,,,,Erik Bethke
